database_code	domain_name	database_group	language_code	mobile_domain_name	language_name	status	visibility	editability	english_name
nywiki	ny.wikipedia.org	wikipedia	ny	ny.m.wikipedia.org	Nyanja	open	public	public	Nyanja Wikipedia
nzwikimedia	nz.wikimedia.org	nzwikimedia	en	nz.m.wikimedia.org	English	closed	public	public	Wikimedia New Zealand
ocwiki	oc.wikipedia.org	wikipedia	oc	oc.m.wikipedia.org	Occitan	open	public	public	Occitan Wikipedia
ocwikibooks	oc.wikibooks.org	wikibooks	oc	oc.m.wikibooks.org	Occitan	open	public	public	Occitan Wikibooks
ocwiktionary	oc.wiktionary.org	wiktionary	oc	oc.m.wiktionary.org	Occitan	open	public	public	Occitan Wiktionary
officewiki	office.wikimedia.org	office	en	office.m.wikimedia.org	English	open	private	private	Wikimedia Office
olowiki	olo.wikipedia.org	wikipedia	olo	olo.m.wikipedia.org	Livvi-Karelian	open	public	public	Livvi-Karelian Wikipedia
ombudsmenwiki	ombuds.wikimedia.org	ombudsmen	en	ombuds.m.wikimedia.org	English	open	private	private	Ombuds Committee
omwiki	om.wikipedia.org	wikipedia	om	om.m.wikipedia.org	Oromo	open	public	public	Oromo Wikipedia
omwiktionary	om.wiktionary.org	wiktionary	om	om.m.wiktionary.org	Oromo	open	public	public	Oromo Wiktionary
orwiki	or.wikipedia.org	wikipedia	or	or.m.wikipedia.org	Odia	open	public	public	Oriya Wikipedia
orwikisource	or.wikisource.org	wikisource	or	or.m.wikisource.org	Odia	open	public	public	Oriya Wikisource
orwiktionary	or.wiktionary.org	wiktionary	or	or.m.wiktionary.org	Odia	open	public	public	Oriya Wiktionary
oswiki	os.wikipedia.org	wikipedia	os	os.m.wikipedia.org	Ossetic	open	public	public	Ossetic Wikipedia
otrs_wikiwiki	vrt-wiki.wikimedia.org	otrs-wiki	en	vrt-wiki.m.wikimedia.org	English	open	private	private	Volunteer Response Team
outreachwiki	outreach.wikimedia.org	outreach	en	outreach.m.wikimedia.org	English	open	public	public	Wikimedia Outreach
pa_uswikimedia	pa-us.wikimedia.org	pa-uswikimedia	en	pa-us.m.wikimedia.org	English	closed	public	public	Wikimedia Pennsylvania
pagwiki	pag.wikipedia.org	wikipedia	pag	pag.m.wikipedia.org	Pangasinan	open	public	public	Pangasinan Wikipedia
pamwiki	pam.wikipedia.org	wikipedia	pam	pam.m.wikipedia.org	Pampanga	open	public	public	Pampanga Wikipedia
papwiki	pap.wikipedia.org	wikipedia	pap	pap.m.wikipedia.org	Papiamento	open	public	public	Papiamento Wikipedia
pawiki	pa.wikipedia.org	wikipedia	pa	pa.m.wikipedia.org	Punjabi	open	public	public	Punjabi Wikipedia
pawikibooks	pa.wikibooks.org	wikibooks	pa	pa.m.wikibooks.org	Punjabi	open	public	public	Punjabi Wikibooks
pawikisource	pa.wikisource.org	wikisource	pa	pa.m.wikisource.org	Punjabi	open	public	public	Punjabi Wikisource
pawiktionary	pa.wiktionary.org	wiktionary	pa	pa.m.wiktionary.org	Punjabi	open	public	public	Punjabi Wiktionary
pcdwiki	pcd.wikipedia.org	wikipedia	pcd	pcd.m.wikipedia.org	Picard	open	public	public	Picard Wikipedia
pcmwiki	pcm.wikipedia.org	wikipedia	pcm	pcm.m.wikipedia.org	Nigerian Pidgin	open	public	public	Nigerian Pidgin Wikipedia
pdcwiki	pdc.wikipedia.org	wikipedia	pdc	pdc.m.wikipedia.org	Pennsylvania German	open	public	public	Pennsylvania German Wikipedia
pflwiki	pfl.wikipedia.org	wikipedia	pfl	pfl.m.wikipedia.org	Palatine German	open	public	public	Palatine German Wikipedia
pihwiki	pih.wikipedia.org	wikipedia	pih	pih.m.wikipedia.org	Pitcairn-Norfolk	open	public	public	Norfuk / Pitkern Wikipedia
piwiki	pi.wikipedia.org	wikipedia	pi	pi.m.wikipedia.org	Pali	open	public	public	Pali Wikipedia
piwiktionary	pi.wiktionary.org	wiktionary	pi	pi.m.wiktionary.org	Pali	closed	public	public	Pali Wiktionary
plwiki	pl.wikipedia.org	wikipedia	pl	pl.m.wikipedia.org	Polish	open	public	public	Polish Wikipedia
plwikibooks	pl.wikibooks.org	wikibooks	pl	pl.m.wikibooks.org	Polish	open	public	public	Polish Wikibooks
plwikimedia	pl.wikimedia.org	plwikimedia	en	pl.m.wikimedia.org	English	open	public	public	Wikimedia Poland
plwikinews	pl.wikinews.org	wikinews	pl	pl.m.wikinews.org	Polish	open	public	public	Polish Wikinews
plwikiquote	pl.wikiquote.org	wikiquote	pl	pl.m.wikiquote.org	Polish	open	public	public	Polish Wikiquote
plwikisource	pl.wikisource.org	wikisource	pl	pl.m.wikisource.org	Polish	open	public	public	Polish Wikisource
plwikivoyage	pl.wikivoyage.org	wikivoyage	pl	pl.m.wikivoyage.org	Polish	open	public	public	Polish Wikivoyage
plwiktionary	pl.wiktionary.org	wiktionary	pl	pl.m.wiktionary.org	Polish	open	public	public	Polish Wiktionary
pmswiki	pms.wikipedia.org	wikipedia	pms	pms.m.wikipedia.org	Piedmontese	open	public	public	Piedmontese Wikipedia
pmswikisource	pms.wikisource.org	wikisource	pms	pms.m.wikisource.org	Piedmontese	open	public	public	Piedmontese Wikisource
pnbwiki	pnb.wikipedia.org	wikipedia	pnb	pnb.m.wikipedia.org	Western Punjabi	open	public	public	Western Punjabi Wikipedia
pnbwiktionary	pnb.wiktionary.org	wiktionary	pnb	pnb.m.wiktionary.org	Western Punjabi	open	public	public	Western Punjabi Wiktionary
pntwiki	pnt.wikipedia.org	wikipedia	pnt	pnt.m.wikipedia.org	Pontic	open	public	public	Pontic Wikipedia
projectcomwiki	projectcom.wikimedia.org	projectcom	en	projectcom.m.wikimedia.org	English	open	private	private	Project Grants Committee
pswiki	ps.wikipedia.org	wikipedia	ps	ps.m.wikipedia.org	Pashto	open	public	public	Pashto Wikipedia
pswikibooks	ps.wikibooks.org	wikibooks	ps	ps.m.wikibooks.org	Pashto	closed	public	public	Pashto Wikibooks
pswikivoyage	ps.wikivoyage.org	wikivoyage	ps	ps.m.wikivoyage.org	Pashto	open	public	public	Pashto Wikivoyage
pswiktionary	ps.wiktionary.org	wiktionary	ps	ps.m.wiktionary.org	Pashto	open	public	public	Pashto Wiktionary
ptwiki	pt.wikipedia.org	wikipedia	pt	pt.m.wikipedia.org	Portuguese	open	public	public	Portuguese Wikipedia
ptwikibooks	pt.wikibooks.org	wikibooks	pt	pt.m.wikibooks.org	Portuguese	open	public	public	Portuguese Wikibooks
ptwikimedia	pt.wikimedia.org	ptwikimedia	en	pt.m.wikimedia.org	English	open	public	public	Wikimedia Portugal
ptwikinews	pt.wikinews.org	wikinews	pt	pt.m.wikinews.org	Portuguese	open	public	public	Portuguese Wikinews
ptwikiquote	pt.wikiquote.org	wikiquote	pt	pt.m.wikiquote.org	Portuguese	open	public	public	Portuguese Wikiquote
ptwikisource	pt.wikisource.org	wikisource	pt	pt.m.wikisource.org	Portuguese	open	public	public	Portuguese Wikisource
ptwikiversity	pt.wikiversity.org	wikiversity	pt	pt.m.wikiversity.org	Portuguese	open	public	public	Portuguese Wikiversity
ptwikivoyage	pt.wikivoyage.org	wikivoyage	pt	pt.m.wikivoyage.org	Portuguese	open	public	public	Portuguese Wikivoyage
ptwiktionary	pt.wiktionary.org	wiktionary	pt	pt.m.wiktionary.org	Portuguese	open	public	public	Portuguese Wiktionary
punjabiwikimedia	punjabi.wikimedia.org	punjabiwikimedia	en	punjabi.m.wikimedia.org	English	open	public	private	Punjabi Wikimedians
pwnwiki	pwn.wikipedia.org	wikipedia	pwn	pwn.m.wikipedia.org	Paiwan	open	public	public	Paiwan Wikipedia
qualitywiki	quality.wikimedia.org	quality	en	quality.m.wikimedia.org	English	closed	public	public	Wikimedia Quality
quwiki	qu.wikipedia.org	wikipedia	qu	qu.m.wikipedia.org	Quechua	open	public	public	Quechua Wikipedia
quwikibooks	qu.wikibooks.org	wikibooks	qu	qu.m.wikibooks.org	Quechua	closed	public	public	Quechua Wikibooks
quwikiquote	qu.wikiquote.org	wikiquote	qu	qu.m.wikiquote.org	Quechua	closed	public	public	Quechua Wikiquote
quwiktionary	qu.wiktionary.org	wiktionary	qu	qu.m.wiktionary.org	Quechua	open	public	public	Quechua Wiktionary
rmwiki	rm.wikipedia.org	wikipedia	rm	rm.m.wikipedia.org	Romansh	open	public	public	Romansh Wikipedia
rmwikibooks	rm.wikibooks.org	wikibooks	rm	rm.m.wikibooks.org	Romansh	closed	public	public	Romansh Wikibooks
rmwiktionary	rm.wiktionary.org	wiktionary	rm	rm.m.wiktionary.org	Romansh	closed	public	public	Romansh Wiktionary
rmywiki	rmy.wikipedia.org	wikipedia	rmy	rmy.m.wikipedia.org	Vlax Romani	open	public	public	Romani Wikipedia
rnwiki	rn.wikipedia.org	wikipedia	rn	rn.m.wikipedia.org	Rundi	open	public	public	Rundi Wikipedia
rnwiktionary	rn.wiktionary.org	wiktionary	rn	rn.m.wiktionary.org	Rundi	closed	public	public	Rundi Wiktionary
roa_rupwiki	roa-rup.wikipedia.org	wikipedia	rup	roa-rup.m.wikipedia.org	Aromanian	open	public	public	Aromanian Wikipedia
roa_rupwiktionary	roa-rup.wiktionary.org	wiktionary	rup	roa-rup.m.wiktionary.org	Aromanian	open	public	public	Aromanian Wiktionary
roa_tarawiki	roa-tara.wikipedia.org	wikipedia	roa-tara	roa-tara.m.wikipedia.org	Tarantino	open	public	public	Tarandíne Wikipedia
romdwikimedia	romd.wikimedia.org	romdwikimedia	en	romd.m.wikimedia.org	English	open	public	private	Wikimedians of Romania and Moldova User Group
rowiki	ro.wikipedia.org	wikipedia	ro	ro.m.wikipedia.org	Romanian	open	public	public	Romanian Wikipedia
rowikibooks	ro.wikibooks.org	wikibooks	ro	ro.m.wikibooks.org	Romanian	open	public	public	Romanian Wikibooks
rowikinews	ro.wikinews.org	wikinews	ro	ro.m.wikinews.org	Romanian	open	public	public	Romanian Wikinews
rowikiquote	ro.wikiquote.org	wikiquote	ro	ro.m.wikiquote.org	Romanian	open	public	public	Romanian Wikiquote
rowikisource	ro.wikisource.org	wikisource	ro	ro.m.wikisource.org	Romanian	open	public	public	Romanian Wikisource
rowikivoyage	ro.wikivoyage.org	wikivoyage	ro	ro.m.wikivoyage.org	Romanian	open	public	public	Romanian Wikivoyage
rowiktionary	ro.wiktionary.org	wiktionary	ro	ro.m.wiktionary.org	Romanian	open	public	public	Romanian Wiktionary
rskwiki	rsk.wikipedia.org	wikipedia	rsk	rsk.m.wikipedia.org	Pannonian Rusyn	open	public	public	Pannonian Rusyn Wikipedia
rswikimedia	rs.wikimedia.org	rswikimedia	en	rs.m.wikimedia.org	English	open	public	private	Wikimedia Serbia
ruewiki	rue.wikipedia.org	wikipedia	rue	rue.m.wikipedia.org	Rusyn	open	public	public	Rusyn Wikipedia
ruwiki	ru.wikipedia.org	wikipedia	ru	ru.m.wikipedia.org	Russian	open	public	public	Russian Wikipedia
ruwikibooks	ru.wikibooks.org	wikibooks	ru	ru.m.wikibooks.org	Russian	open	public	public	Russian Wikibooks
ruwikimedia	ru.wikimedia.org	ruwikimedia	en	ru.m.wikimedia.org	English	open	public	public	Wikimedia Russia
ruwikinews	ru.wikinews.org	wikinews	ru	ru.m.wikinews.org	Russian	open	public	public	Russian Wikinews
ruwikiquote	ru.wikiquote.org	wikiquote	ru	ru.m.wikiquote.org	Russian	open	public	public	Russian Wikiquote
ruwikisource	ru.wikisource.org	wikisource	ru	ru.m.wikisource.org	Russian	open	public	public	Russian Wikisource
ruwikiversity	ru.wikiversity.org	wikiversity	ru	ru.m.wikiversity.org	Russian	open	public	public	Russian Wikiversity
ruwikivoyage	ru.wikivoyage.org	wikivoyage	ru	ru.m.wikivoyage.org	Russian	open	public	public	Russian Wikivoyage
ruwiktionary	ru.wiktionary.org	wiktionary	ru	ru.m.wiktionary.org	Russian	open	public	public	Russian Wiktionary
rwwiki	rw.wikipedia.org	wikipedia	rw	rw.m.wikipedia.org	Kinyarwanda	open	public	public	Kinyarwanda Wikipedia
rwwiktionary	rw.wiktionary.org	wiktionary	rw	rw.m.wiktionary.org	Kinyarwanda	open	public	public	Kinyarwanda Wiktionary
sahwiki	sah.wikipedia.org	wikipedia	sah	sah.m.wikipedia.org	Yakut	open	public	public	Sakha Wikipedia
sahwikiquote	sah.wikiquote.org	wikiquote	sah	sah.m.wikiquote.org	Yakut	open	public	public	Sakha Wikiquote
sahwikisource	sah.wikisource.org	wikisource	sah	sah.m.wikisource.org	Yakut	open	public	public	Sakha Wikisource
satwiki	sat.wikipedia.org	wikipedia	sat	sat.m.wikipedia.org	Santali	open	public	public	Santali Wikipedia
satwiktionary	sat.wiktionary.org	wiktionary	sat	sat.m.wiktionary.org	Santali	open	public	public	Santali Wiktionary
sawiki	sa.wikipedia.org	wikipedia	sa	sa.m.wikipedia.org	Sanskrit	open	public	public	Sanskrit Wikipedia
sawikibooks	sa.wikibooks.org	wikibooks	sa	sa.m.wikibooks.org	Sanskrit	open	public	public	Sanskrit Wikibooks
sawikiquote	sa.wikiquote.org	wikiquote	sa	sa.m.wikiquote.org	Sanskrit	open	public	public	Sanskrit Wikiquote
sawikisource	sa.wikisource.org	wikisource	sa	sa.m.wikisource.org	Sanskrit	open	public	public	Sanskrit Wikisource
sawiktionary	sa.wiktionary.org	wiktionary	sa	sa.m.wiktionary.org	Sanskrit	open	public	public	Sanskrit Wiktionary
scnwiki	scn.wikipedia.org	wikipedia	scn	scn.m.wikipedia.org	Sicilian	open	public	public	Sicilian Wikipedia
scnwiktionary	scn.wiktionary.org	wiktionary	scn	scn.m.wiktionary.org	Sicilian	open	public	public	Sicilian Wiktionary
scowiki	sco.wikipedia.org	wikipedia	sco	sco.m.wikipedia.org	Scots	open	public	public	Scots Wikipedia
scwiki	sc.wikipedia.org	wikipedia	sc	sc.m.wikipedia.org	Sardinian	open	public	public	Sardinian Wikipedia
scwiktionary	sc.wiktionary.org	wiktionary	sc	sc.m.wiktionary.org	Sardinian	closed	public	public	Sardinian Wiktionary
sdwiki	sd.wikipedia.org	wikipedia	sd	sd.m.wikipedia.org	Sindhi	open	public	public	Sindhi Wikipedia
sdwikinews	sd.wikinews.org	wikinews	sd	sd.m.wikinews.org	Sindhi	closed	public	public	Sindhi Wikinews
sdwiktionary	sd.wiktionary.org	wiktionary	sd	sd.m.wiktionary.org	Sindhi	open	public	public	Sindhi Wiktionary
searchcomwiki	searchcom.wikimedia.org	searchcom	en	searchcom.m.wikimedia.org	English	closed	private	private	Search Committee
sewiki	se.wikipedia.org	wikipedia	se	se.m.wikipedia.org	Northern Sami	open	public	public	Northern Sami Wikipedia
sewikibooks	se.wikibooks.org	wikibooks	se	se.m.wikibooks.org	Northern Sami	closed	public	public	Northern Sami Wikibooks
sewikimedia	se.wikimedia.org	sewikimedia	en	se.m.wikimedia.org	English	open	public	public	Wikimedia Sweden
sgwiki	sg.wikipedia.org	wikipedia	sg	sg.m.wikipedia.org	Sango	open	public	public	Sango Wikipedia
sgwiktionary	sg.wiktionary.org	wiktionary	sg	sg.m.wiktionary.org	Sango	open	public	public	Sango Wiktionary
shiwiki	shi.wikipedia.org	wikipedia	shi	shi.m.wikipedia.org	Tachelhit	open	public	public	Tachelhit Wikipedia
shnwiki	shn.wikipedia.org	wikipedia	shn	shn.m.wikipedia.org	Shan	open	public	public	Shan Wikipedia
shnwikibooks	shn.wikibooks.org	wikibooks	shn	shn.m.wikibooks.org	Shan	open	public	public	Shan Wikibooks
shnwikinews	shn.wikinews.org	wikinews	shn	shn.m.wikinews.org	Shan	open	public	public	Shan Wikinews
shnwikivoyage	shn.wikivoyage.org	wikivoyage	shn	shn.m.wikivoyage.org	Shan	open	public	public	Shan Wikivoyage
shnwiktionary	shn.wiktionary.org	wiktionary	shn	shn.m.wiktionary.org	Shan	open	public	public	Shan Wiktionary
shwiki	sh.wikipedia.org	wikipedia	sh	sh.m.wikipedia.org	Serbo-Croatian	open	public	public	Serbo-Croatian Wikipedia
shwiktionary	sh.wiktionary.org	wiktionary	sh	sh.m.wiktionary.org	Serbo-Croatian	open	public	public	Serbo-Croatian Wiktionary
shywiktionary	shy.wiktionary.org	wiktionary	shy	shy.m.wiktionary.org	Shawiya	open	public	public	Shawiya Wiktionary
simplewiki	simple.wikipedia.org	wikipedia	simple	simple.m.wikipedia.org	Simple English	open	public	public	Simple English Wikipedia
simplewikibooks	simple.wikibooks.org	wikibooks	simple	simple.m.wikibooks.org	Simple English	closed	public	public	Simple English Wikibooks
simplewikiquote	simple.wikiquote.org	wikiquote	simple	simple.m.wikiquote.org	Simple English	closed	public	public	Simple English Wikiquote
simplewiktionary	simple.wiktionary.org	wiktionary	simple	simple.m.wiktionary.org	Simple English	open	public	public	Simple English Wiktionary
siwiki	si.wikipedia.org	wikipedia	si	si.m.wikipedia.org	Sinhala	open	public	public	Sinhala Wikipedia
siwikibooks	si.wikibooks.org	wikibooks	si	si.m.wikibooks.org	Sinhala	open	public	public	Sinhala Wikibooks
siwiktionary	si.wiktionary.org	wiktionary	si	si.m.wiktionary.org	Sinhala	open	public	public	Sinhala Wiktionary
skrwiki	skr.wikipedia.org	wikipedia	skr	skr.m.wikipedia.org	Saraiki	open	public	public	Saraiki Wikipedia
skrwiktionary	skr.wiktionary.org	wiktionary	skr	skr.m.wiktionary.org	Saraiki	open	public	public	Saraiki Wiktionary
skwiki	sk.wikipedia.org	wikipedia	sk	sk.m.wikipedia.org	Slovak	open	public	public	Slovak Wikipedia
skwikibooks	sk.wikibooks.org	wikibooks	sk	sk.m.wikibooks.org	Slovak	open	public	public	Slovak Wikibooks
skwikiquote	sk.wikiquote.org	wikiquote	sk	sk.m.wikiquote.org	Slovak	open	public	public	Slovak Wikiquote
skwikisource	sk.wikisource.org	wikisource	sk	sk.m.wikisource.org	Slovak	open	public	public	Slovak Wikisource
skwiktionary	sk.wiktionary.org	wiktionary	sk	sk.m.wiktionary.org	Slovak	open	public	public	Slovak Wiktionary
slwiki	sl.wikipedia.org	wikipedia	sl	sl.m.wikipedia.org	Slovenian	open	public	public	Slovenian Wikipedia
slwikibooks	sl.wikibooks.org	wikibooks	sl	sl.m.wikibooks.org	Slovenian	open	public	public	Slovenian Wikibooks
slwikiquote	sl.wikiquote.org	wikiquote	sl	sl.m.wikiquote.org	Slovenian	open	public	public	Slovenian Wikiquote
slwikisource	sl.wikisource.org	wikisource	sl	sl.m.wikisource.org	Slovenian	open	public	public	Slovenian Wikisource
slwikiversity	sl.wikiversity.org	wikiversity	sl	sl.m.wikiversity.org	Slovenian	open	public	public	Slovenian Wikiversity
slwiktionary	sl.wiktionary.org	wiktionary	sl	sl.m.wiktionary.org	Slovenian	open	public	public	Slovenian Wiktionary
smnwiki	smn.wikipedia.org	wikipedia	smn	smn.m.wikipedia.org	Inari Sami	open	public	public	Inari Sami Wikipedia
smwiki	sm.wikipedia.org	wikipedia	sm	sm.m.wikipedia.org	Samoan	open	public	public	Samoan Wikipedia
smwiktionary	sm.wiktionary.org	wiktionary	sm	sm.m.wiktionary.org	Samoan	open	public	public	Samoan Wiktionary
snwiki	sn.wikipedia.org	wikipedia	sn	sn.m.wikipedia.org	Shona	open	public	public	Shona Wikipedia
snwiktionary	sn.wiktionary.org	wiktionary	sn	sn.m.wiktionary.org	Shona	closed	public	public	Shona Wiktionary
sourceswiki	wikisource.org	sources	en	m.wikisource.org	English	open	public	public	Multilingual Wikisource
sowiki	so.wikipedia.org	wikipedia	so	so.m.wikipedia.org	Somali	open	public	public	Somali Wikipedia
sowiktionary	so.wiktionary.org	wiktionary	so	so.m.wiktionary.org	Somali	open	public	public	Somali Wiktionary
spcomwiki	spcom.wikimedia.org	spcom	en	spcom.m.wikimedia.org	English	closed	private	private	Spcom
specieswiki	species.wikimedia.org	species	en	species.m.wikimedia.org	English	open	public	public	Wikispecies
sqwiki	sq.wikipedia.org	wikipedia	sq	sq.m.wikipedia.org	Albanian	open	public	public	Albanian Wikipedia
sqwikibooks	sq.wikibooks.org	wikibooks	sq	sq.m.wikibooks.org	Albanian	open	public	public	Albanian Wikibooks
sqwikinews	sq.wikinews.org	wikinews	sq	sq.m.wikinews.org	Albanian	open	public	public	Albanian Wikinews
sqwikiquote	sq.wikiquote.org	wikiquote	sq	sq.m.wikiquote.org	Albanian	open	public	public	Albanian Wikiquote
sqwiktionary	sq.wiktionary.org	wiktionary	sq	sq.m.wiktionary.org	Albanian	open	public	public	Albanian Wiktionary
srnwiki	srn.wikipedia.org	wikipedia	srn	srn.m.wikipedia.org	Sranan Tongo	open	public	public	Sranan Tongo Wikipedia
srwiki	sr.wikipedia.org	wikipedia	sr	sr.m.wikipedia.org	Serbian	open	public	public	Serbian Wikipedia
srwikibooks	sr.wikibooks.org	wikibooks	sr	sr.m.wikibooks.org	Serbian	open	public	public	Serbian Wikibooks
srwikinews	sr.wikinews.org	wikinews	sr	sr.m.wikinews.org	Serbian	open	public	public	Serbian Wikinews
srwikiquote	sr.wikiquote.org	wikiquote	sr	sr.m.wikiquote.org	Serbian	open	public	public	Serbian Wikiquote
srwikisource	sr.wikisource.org	wikisource	sr	sr.m.wikisource.org	Serbian	open	public	public	Serbian Wikisource
srwiktionary	sr.wiktionary.org	wiktionary	sr	sr.m.wiktionary.org	Serbian	open	public	public	Serbian Wiktionary
sswiki	ss.wikipedia.org	wikipedia	ss	ss.m.wikipedia.org	Swati	open	public	public	Swati Wikipedia
sswiktionary	ss.wiktionary.org	wiktionary	ss	ss.m.wiktionary.org	Swati	open	public	public	Swati Wiktionary
stewardwiki	steward.wikimedia.org	steward	en	steward.m.wikimedia.org	English	open	private	private	Steward community
stqwiki	stq.wikipedia.org	wikipedia	stq	stq.m.wikipedia.org	Saterland Frisian	open	public	public	Saterland Frisian Wikipedia
strategywiki	strategy.wikimedia.org	strategy	en	strategy.m.wikimedia.org	English	closed	public	public	Strategic Planning
stwiki	st.wikipedia.org	wikipedia	st	st.m.wikipedia.org	Southern Sotho	open	public	public	Southern Sotho Wikipedia
stwiktionary	st.wiktionary.org	wiktionary	st	st.m.wiktionary.org	Southern Sotho	open	public	public	Southern Sotho Wiktionary
suwiki	su.wikipedia.org	wikipedia	su	su.m.wikipedia.org	Sundanese	open	public	public	Sundanese Wikipedia
suwikibooks	su.wikibooks.org	wikibooks	su	su.m.wikibooks.org	Sundanese	closed	public	public	Sundanese Wikibooks
suwikiquote	su.wikiquote.org	wikiquote	su	su.m.wikiquote.org	Sundanese	open	public	public	Sundanese Wikiquote
suwikisource	su.wikisource.org	wikisource	su	su.m.wikisource.org	Sundanese	open	public	public	Sundanese Wikisource
suwiktionary	su.wiktionary.org	wiktionary	su	su.m.wiktionary.org	Sundanese	open	public	public	Sundanese Wiktionary
svwiki	sv.wikipedia.org	wikipedia	sv	sv.m.wikipedia.org	Swedish	open	public	public	Swedish Wikipedia
svwikibooks	sv.wikibooks.org	wikibooks	sv	sv.m.wikibooks.org	Swedish	open	public	public	Swedish Wikibooks
svwikinews	sv.wikinews.org	wikinews	sv	sv.m.wikinews.org	Swedish	open	public	public	Swedish Wikinews
svwikiquote	sv.wikiquote.org	wikiquote	sv	sv.m.wikiquote.org	Swedish	open	public	public	Swedish Wikiquote
svwikisource	sv.wikisource.org	wikisource	sv	sv.m.wikisource.org	Swedish	open	public	public	Swedish Wikisource
svwikiversity	sv.wikiversity.org	wikiversity	sv	sv.m.wikiversity.org	Swedish	open	public	public	Swedish Wikiversity
svwikivoyage	sv.wikivoyage.org	wikivoyage	sv	sv.m.wikivoyage.org	Swedish	open	public	public	Swedish Wikivoyage
svwiktionary	sv.wiktionary.org	wiktionary	sv	sv.m.wiktionary.org	Swedish	open	public	public	Swedish Wiktionary
swwiki	sw.wikipedia.org	wikipedia	sw	sw.m.wikipedia.org	Swahili	open	public	public	Swahili Wikipedia
swwikibooks	sw.wikibooks.org	wikibooks	sw	sw.m.wikibooks.org	Swahili	closed	public	public	Swahili Wikibooks
swwiktionary	sw.wiktionary.org	wiktionary	sw	sw.m.wiktionary.org	Swahili	open	public	public	Swahili Wiktionary
sylwiki	syl.wikipedia.org	wikipedia	syl	syl.m.wikipedia.org	Sylheti	open	public	public	Sylheti Wikipedia
sysop_itwiki	sysop-it.wikipedia.org	sysop-it	en	sysop-it.m.wikipedia.org	English	open	private	private	Italian Wikipedia sysops
sysop_plwiki	wikipedia-pl-sysop.wikimedia.org	sysop-pl	en	wikipedia-pl-sysop.m.wikimedia.org	English	open	private	private	Polish Wikipedia sysops
szlwiki	szl.wikipedia.org	wikipedia	szl	szl.m.wikipedia.org	Silesian	open	public	public	Silesian Wikipedia
szywiki	szy.wikipedia.org	wikipedia	szy	szy.m.wikipedia.org	Sakizaya	open	public	public	Sakizaya Wikipedia
tawiki	ta.wikipedia.org	wikipedia	ta	ta.m.wikipedia.org	Tamil	open	public	public	Tamil Wikipedia
tawikibooks	ta.wikibooks.org	wikibooks	ta	ta.m.wikibooks.org	Tamil	open	public	public	Tamil Wikibooks
tawikinews	ta.wikinews.org	wikinews	ta	ta.m.wikinews.org	Tamil	open	public	public	Tamil Wikinews
tawikiquote	ta.wikiquote.org	wikiquote	ta	ta.m.wikiquote.org	Tamil	open	public	public	Tamil Wikiquote
tawikisource	ta.wikisource.org	wikisource	ta	ta.m.wikisource.org	Tamil	open	public	public	Tamil Wikisource
tawiktionary	ta.wiktionary.org	wiktionary	ta	ta.m.wiktionary.org	Tamil	open	public	public	Tamil Wiktionary
taywiki	tay.wikipedia.org	wikipedia	tay	tay.m.wikipedia.org	Atayal	open	public	public	Atayal Wikipedia
tcywiki	tcy.wikipedia.org	wikipedia	tcy	tcy.m.wikipedia.org	Tulu	open	public	public	Tulu Wikipedia
tcywikisource	tcy.wikisource.org	wikisource	tcy	tcy.m.wikisource.org	Tulu	open	public	public	Tulu Wikisource
tcywiktionary	tcy.wiktionary.org	wiktionary	tcy	tcy.m.wiktionary.org	Tulu	open	public	public	Tulu Wiktionary
tddwiki	tdd.wikipedia.org	wikipedia	tdd	tdd.m.wikipedia.org	Tai Nuea	open	public	public	Tai Nüa Wikipedia
techconductwiki	techconduct.wikimedia.org	techconduct	en	techconduct.m.wikimedia.org	English	open	private	private	Code of Conduct Committee for Technical Spaces
tenwiki	ten.wikipedia.org	ten	en	ten.m.wikipedia.org	English	closed	public	public	Wikipedia 10
test2wiki	test2.wikipedia.org	test2	en	test2.m.wikipedia.org	English	open	public	public	Test2 Wikipedia
testcommonswiki	test-commons.wikimedia.org	testcommons	en	test-commons.m.wikimedia.org	English	open	public	public	Commons Test Wiki
testwiki	test.wikipedia.org	test	en	test.m.wikipedia.org	English	open	public	public	Test Wikipedia
testwikidatawiki	test.wikidata.org	testwikidata	en	test.m.wikidata.org	English	open	public	public	Test Wikidata
tetwiki	tet.wikipedia.org	wikipedia	tet	tet.m.wikipedia.org	Tetum	open	public	public	Tetum Wikipedia
tewiki	te.wikipedia.org	wikipedia	te	te.m.wikipedia.org	Telugu	open	public	public	Telugu Wikipedia
tewikibooks	te.wikibooks.org	wikibooks	te	te.m.wikibooks.org	Telugu	open	public	public	Telugu Wikibooks
tewikiquote	te.wikiquote.org	wikiquote	te	te.m.wikiquote.org	Telugu	open	public	public	Telugu Wikiquote
tewikisource	te.wikisource.org	wikisource	te	te.m.wikisource.org	Telugu	open	public	public	Telugu Wikisource
tewiktionary	te.wiktionary.org	wiktionary	te	te.m.wiktionary.org	Telugu	open	public	public	Telugu Wiktionary
tgwiki	tg.wikipedia.org	wikipedia	tg	tg.m.wikipedia.org	Tajik	open	public	public	Tajik Wikipedia
tgwikibooks	tg.wikibooks.org	wikibooks	tg	tg.m.wikibooks.org	Tajik	open	public	public	Tajik Wikibooks
tgwiktionary	tg.wiktionary.org	wiktionary	tg	tg.m.wiktionary.org	Tajik	open	public	public	Tajik Wiktionary
